 121.562 81.002
 762.097 70.462
 127.569 113.457
 95.467 116.823
 639.748 109.97
 360.282 38.381
 306.85 71.128
 484.187 87.38
 506.435 122.746
 228.705 74.679
 775.634 78.058
 241.565 83.218
 55.554 77.417
 310.682 80.522
 598.054 106.678
 87.005 36.76
639.641 46.352
119.848 119.064
60.721 116.613
722.375 48.498
725.528 89.98
510.292 66.659
611.563 121.912
312.51 81.756
373.235 45.613
375.992 91.45
624.918 76.686
463.016 70.755
748.95 118.772
319.139 114.913
473.226 86.074
460.149 87.914
589.187 41.852
66.552 102.445
719.451 41.173
643.057 88.281
319.291 114.131
372.127 101.216
305.47 75.465
190.898 63.881
747.578 82.941
650.608 85.202
99.408 123.477
373.578 47.561
119.271 41.755
320.599 102.575
386.785 61.126
730.558 89.421
315.666 79.016
72.173 36.658
742.702 44.07
510.836 114.318
458.408 95.913
358.075 35.2
451.607 119.618
597.506 111.469
506.488 45.852
191.633 73.132
220.777 113.159
594.894 104.123
507.376 103.655
342.789 34.184
50.953 91.821
641.023 116.863
195.001 49.942
637.17 56.175
124.691 88.194
516.916 75.573
187.882 94.654
776.243 123.374
651.092 111.935
372.493 54.274
477.235 35.342
611.196 40.414
206.24 76.78
599.15 114.673
450.311 123.221
102.848 76.717
620.141 42.645
197.102 38.658
241.09 83.379
458.634 51.484
332.7 116.451
486.208 39.754
235.893 82.326
305.644 82.112
718.071 109.137
317.049 71.785
341.954 113.425
48.503 96.017
604.322 109.995
636.381 38.622
69.582 43.792
335.646 33.296
248.576 76.854
498.319 38.8
457.347 98.192
346.336 44.568
376.609 90.9
94.544 121.656
741.916 78.759
513.55 95.88
225.424 36.782
55.263 111.044
493.289 36.257
68.233 119.809
233.896 123.693
120.88 91.779
732.571 48.647
779.167 37.558
339.598 33.406
459.346 61.339
593.409 65.936
720.168 48.491
77.406 123.672
195.648 96.323
381.621 53.878
456.968 53.887
384.653 48.089
588.317 58.639
112.979 81.395
200.478 120.681
642.693 43.034
486.374 80.213
515.659 69.103
636.482 51.927
587.796 85.054
510.267 104.704
778.063 114.961
767.116 85.416
508.72 57.503
249.077 40.504
72.396 112.041
74.106 45.66
516.254 45.93
623.922 84.581
456.124 44.028
375.73 66.107
317.128 75.266
745.805 79.992
604.693 122.417
59.95 60.261
354.355 115.925
629.955 82.207
121.354 44.78
380.59 56.901
584.756 75.644
354.961 45.89
329.511 37.33
765.324 115.349
218.18 117.703
220.067 115.468
654.763 105.094
597.068 38.337
227.815 120.309
515.13 62.08
311.639 53.271
86.839 112.573
240.678 46.609
77.702 120.695
456.874 49.208
514.293 124.475
644.585 105.522
91.214 116.905
198.127 46.877
718.527 87.886
471.446 82.787
317.475 73.104
61.921 101.187
475.976 82.362
590.539 81.308
646.815 83.852
514.858 76.901
728.578 35.976
729.472 121.226
60.961 51.125
754.866 46.094
730.203 93.64
724.851 45.264
490.067 43.081
588.691 109.892
748.649 111.066
746.942 76.224
449.04 104.529
323.906 102.872
733.588 114.431
654.761 90.551
481.746 35.121
723.032 34.172
326.95 105.859
575.089 85.667
97.473 36.771
349.131 115.435
653.192 123.059
607.773 42.727
735.413 36.314
575.569 61.026
214.223 74.651
505.901 109.558
761.765 76.659
113.734 44.337
501.509 105.338
456.886 53.453
363.041 49.86
97.542 41.84
312.683 91.048
731.73 97.913
454.175 104.261
634.805 80.237
511.49 48.262
325.207 103.552
340.763 121.973
