539.512 411.975
542.241 147.626
598.586 284.883
573.063 294.563
139.57 401.381
228.97 281.992
305.747 94.351
610.617 167.19
500.45 118.781
341.805 361.755
128.583 81.599
39.105 381.266
294.912 421.48
189.214 322.73
251.889 69.384
509.272 429.166
90.307 73.486
269.271 163.342
137.112 289.689
63.614 406.866
224.473 92.762
345.226 306.392
188.508 282.094
543.882 319.738
84.786 158.792
542.73 307.096
430.754 387.635
578.63 455.947
374.859 346.171
185.274 91.51
561.465 397.193
131.627 166.382
386.608 289.194
531.517 393.152
181.293 148.633
496.5 219.107
596.487 299.59
545.253 396.722
388.901 386.545
589.399 453.753
310.587 434.139
506.635 61.938
90.808 151.571
506.356 340.464
253.467 414.664
572.642 309.685
456.952 309.309
656.773 117.59
536.731 342.662
563.983 190.306
320.544 334.019
129.748 415.173
564.977 405.809
170.098 278.632
441.856 166.512
641.458 402.427
165.677 258.368
615.776 123.529
47.348 173.027
42.35 154.636
163.808 359.445
148.07 264.645
110.273 148.951
154.588 342.124
626.597 408.743
145.341 168.382
617.981 186.985
223.218 98.853
646.952 121.884
613.055 198.557
476.22 155.42
21.128 311.598
353.395 417.424
170.357 371.301
320.928 424.827
516.402 86.344
359.776 423.584
638.394 86.56
150.483 75.369
600.056 427.462
547.3 454.506
135.7 272.295
127.582 87.002
558.186 327.88
297.021 261.792
160.971 335.471
228.677 408.656
303.34 79.885
199.937 144.56
126.147 426.478
536.092 243.267
211.456 169.444
628.419 173.817
555.274 280.163
284.823 433.442
205.844 156.135
252.94 342.634
289.777 85.092
161.942 107.855
668.521 441.215
331.537 277.279
227.754 161.722
29.654 94.833
567.411 281.058
345.661 333.121
410.204 399.163
427.973 313.829
544.441 446.594
199.862 417.181
50.759 82.452
584.99 401.861
435.266 158.349
105.735 266.323
167.479 175.306
154.638 357.753
390.037 278.677
590.21 288.769
639.905 111.399
561.278 295.948
318.694 369.309
242.165 274.344
644.638 102.21
102.455 162.998
419.839 290.973
539.109 215.755
188.622 417.373
375.708 399.624
361.789 349.989
605.158 394.075
30.992 171.521
221.783 106.579
205.269 138.574
185.668 335.604
523.036 399.07
631.953 90.276
177.535 415.957
334.993 339.566
513.42 414.022
201.416 163.788
645.272 89.615
503.429 236.263
606.664 427.974
481.534 161.422
517.442 406.077
237.694 108.414
447.133 312.509
522.184 366.366
138.916 419.43
530.117 253.398
162.988 421.22
423.479 292.576
525.345 249.365
445.312 133.773
652.184 369.589
522.462 396.861
68.316 152.404
113.525 399.235
361.204 261.708
35.912 370.35
631.923 124.434
426.098 131.963
29.856 350.191
444.186 74.773
517.953 434.911
330.318 93.492
89.979 99.89
368.832 354.848
435.975 303.594
403.572 402.153
324.64 316.004
526.519 373.04
613.238 177.157
349.595 361.018
368.648 321.579
466.888 218.478
209.759 90.274
194.894 145.771
544.417 304.86
606.673 393.79
40.381 148.068
623.314 416.785
309.383 352.445
79.311 284.883
151.525 100.473
220.875 78.13
119.989 91.217
315.948 355.893
346.31 345.015
426.153 292.544
440.258 101.383
247.342 162.661
324.884 170.819
66.556 173.719
210.753 253.786
637.758 346.758
603.079 404.594
229.238 179.165
512.989 248.855
183.525 168.171
528.344 223.133
571.421 153.628
322.878 181.177
208.624 105.845
257.718 412.965
191.508 423.797
544.467 205.031
269.046 415.209
341.696 375.323
113.269 397.283
632.65 178.971
253.363 93.762
521.94 319.312
512.971 346.678
242.242 70.84
156.89 150.131
173.426 425.682
517.665 70.058
257.065 103.918
443.222 101.128
261.802 258.219
377.427 277.387
637.023 204.921
613.469 239.093
288.195 413.504
583.867 453.853
549.936 207.559
163.863 272.688
330.765 363.646
665.755 327.567
152.292 347.649
337.131 362.059
631.011 443.962
245.642 426.362
95.161 416.28
508.174 429.858
608.849 248.307
480.693 159.155
108.983 81.51
178.016 402.902
518.535 439.874
311.152 344.18
275.853 415.116
425.754 121.133
436.927 140.484
168.974 251.395
144.907 113.889
131.937 149.259
382.863 386.952
476.023 341.609
344.265 413.818
318.314 91.872
639.961 256.539
176.65 371.485
632.094 426.829
523.307 433.529
518.202 424.383
563.268 318.038
656.11 136.136
612.294 173.192
228.218 148.267
558.506 148.827
185.068 270.968
375.664 273.918
165.121 345.513
67.907 90.611
288.797 161.383
235.466 254.39
665.777 441.686
433.845 353.804
560.613 200.313
485.294 161.152
444.572 143.87
316.298 434.392
402.773 284.218
539.407 427.306
68.055 393.718
521.958 89.828
131.722 173.659
40.112 148.011
358.222 339.086
24.009 107.767
315.853 272.647
642.844 172.614
456.32 85.624
454.712 141.062
381.389 264.362
137.137 281.848
367.864 404.34
310.86 76.64
240.37 87.621
198.517 97.118
233.965 172.782
409.412 296.241
57.224 77.799
253.724 263.118
138.531 89.481
349.175 363.209
464.198 48.135
655.112 337.112
231.348 149.408
514.021 350.737
653.345 439.668
324.542 75.255
670.314 321.297
525.236 224.79
406.261 378.576
65.65 105.292
537.831 386.027
88.382 391.389
67.466 276.844
229.302 94.68
78.622 92.777
290.497 99.793
153.878 372.266
557.546 183.663
30.152 302.263
438.149 359.138
440.808 333.632
36.111 299.347
84.956 163.597
639.867 306.737
144.095 75.677
454.323 71.045
259.006 108.686
249.354 183.114
541.993 430.812
328.027 258.385
218.354 98.038
210.802 171.526
57.031 170.727
258.354 160.106
535.715 214.517
548.895 353.427
600.762 262.49
138.191 369.528
248.82 144.89
153.636 309.867
530.758 338.816
32.81 170.112
610.783 420.507
65.958 286.637
310.511 345.281
487.3 161.199
239.447 407.909
631.589 210.144
571.997 185.255
100.069 280.795
409.073 398.274
35.236 176.364
568.808 167.183
280.692 265.17
461.054 58.123
58.445 146.64
128.432 290.269
256.128 251.643
39.912 150.513
666.825 430.519
647.169 171.828
354.292 352.268
337.036 356.35
552.332 170.765
233.996 72.876
643.42 175.624
137.784 402.6
489.923 156.907
312.424 430.181
41.459 74.059
637.52 346.696
554.198 309.187
383.689 293.132
643.383 143.582
595.016 436.412
173.622 162.211
662.197 357.124
619.559 136.572
396.145 287.85
537.48 372.144
193.875 342.382
625.699 336.246
28.163 104.378
354.632 418.37
637.876 234.05
262.705 262.756
53.696 140.333
211.126 414.873
291.239 267.567
418.201 285.682
144.727 363.41
56.216 139.918
58.501 152.59
458.559 64.913
394.864 286.816
656.648 123.618
462.197 148.753
176.489 144.635
608.172 452.337
115.486 177.085
611.829 204.873
661.827 333.678
219.5 413.659
445.592 359.608
459.976 59.185
515.737 354.633
104.567 288.074
540.019 134.873
261.033 257.946
116.118 270.099
329.838 407.196
388.662 297.954
266.255 409.427
429.36 108.485
316.522 356.91
212.57 424.28
70.26 90.168
593.078 403.317
156.064 334.576
175.639 430.992
517.896 55.446
93.42 153.068
173.812 435.535
578.695 410.892
27.453 303.159
97.229 167.076
179.783 315.42
554.689 237.096
408.577 300.765
92.035 106.078
465.439 325.736
449.596 337.957
414.526 384.119
658.523 125.339
551.946 321.267
628.756 281.994
160.227 327.049
306.48 140.395
522.47 411.807
215.738 99.917
617.012 146.807
570.135 181.316
537.073 343.324
567.218 146.138
544.398 202.037
535.007 354.879
238.096 82.256
328.156 103.931
40.938 393.513
273.787 171.163
441.287 75.081
423.536 397.091
358.66 276.62
493.109 222.595
112.874 418.188
597.882 443.504
447.426 58.319
572.426 462.511
137.681 427.607
258.925 265.52
63.059 288.995
281.143 169.615
173.899 406.762
184.905 264.568
437.489 308.861
176.629 350.002
188.836 417.103
635.245 103.795
575.153 166.685
28.911 99.315
639.626 144.366
487.129 71.482
303.843 139.387
624.702 413.612
154.881 421.634
176.866 371.907
620.955 248.047
188.618 96.299
29.804 307.135
472.289 170.258
382.581 419.315
555.84 182.672
339.92 320.062
548.48 416.314
124.597 113.79
154.258 164.54
331.934 363.894
270.472 438.174
565.86 459.454
279.12 163.332
439.257 74.561
625.301 232.053
639.199 142.088
549.066 385.597
560.665 422.687
669.761 339.395
431.372 364.03
167.942 409.219
204.163 424.8
508.426 61.924
127.968 286.834
250.443 147.494
44.14 380.736
323.888 89.833
102.46 419.402
446.471 303.577
353.396 329.17
444.988 163.518
561.731 299.259
51.571 386.961
168.676 280.827
150.819 430.199
633.844 84.471
576.538 406.632
626.671 254.995
69.746 302.796
44.477 102.127
612.251 219.247
423.694 134.56
502.585 246.657
105.453 149.428
450.642 70.156
46.813 352.385
541.956 125.614
554.133 189.464
674.367 345.448
61.714 69.727
642.868 221.354
565.29 411.559
395.41 390.354
108.852 390.489
447.103 142.336
605.976 211.04
370.247 400.444
393.158 414.061
571.524 413.035
336.719 335.237
285.917 265.773
523.964 438.922
437.016 108.485
251.359 71.207
625.544 272.036
623.372 112.562
343.034 353.608
261.697 101.72
305.816 76.428
568.804 164.185
598.785 294.545
672.455 333.962
326.089 76.594
639.758 87.479
410.708 285.972
135.502 83.739
217.774 108.975
538.195 129.959
65.55 80.114
214.916 246.544
231.443 102.338
282.248 264.951
32.117 109.217
550.481 156.082
645.726 169.095
118.326 292.673
331.139 270.079
420.986 292.769
667.984 349.415
545.118 305.189
628.612 103.54
329.546 254.238
